protein_id,experiment,sequence_id,score,ala_content,gly_content,other_content
hsl014548,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01454815,1.0791,0.0800,0.1067,0.8133
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470700,1.0152,0.0385,0.1026,0.8590
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470701,1.0271,0.0385,0.1154,0.8462
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470702,0.9829,0.0641,0.0897,0.8462
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470703,1.0238,0.0513,0.1282,0.8205
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470704,1.0608,0.0385,0.1282,0.8333
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470705,1.0547,0.0769,0.1154,0.8077
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470706,1.0239,0.0641,0.1026,0.8333
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470707,1.1247,0.0641,0.0897,0.8462
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470708,1.0217,0.0641,0.1154,0.8205
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470709,0.9834,0.0769,0.1282,0.7949
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470710,1.0667,0.0385,0.1154,0.8462
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470711,0.9908,0.0769,0.1154,0.8077
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470712,1.0436,0.0641,0.1026,0.8333
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470713,0.9898,0.0513,0.1026,0.8462
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470714,1.0143,0.0385,0.1154,0.8462
hsl014707,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01470715,1.1041,0.0256,0.0897,0.8846
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481200,1.1085,0.0130,0.1299,0.8571
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481201,1.1760,0.0260,0.1169,0.8571
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481202,1.1940,0.0260,0.1169,0.8571
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481203,1.1597,0.0130,0.1039,0.8831
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481204,1.1356,0.0260,0.1039,0.8701
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481205,1.1827,0.0260,0.1169,0.8571
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481206,1.2086,0.0260,0.1039,0.8701
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481207,1.2249,0.0130,0.1039,0.8831
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481208,1.2176,0.0390,0.1169,0.8442
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481209,1.1587,0.0260,0.1169,0.8571
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481210,1.0855,0.0260,0.1169,0.8571
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481211,1.2166,0.0130,0.1169,0.8701
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481212,1.1261,0.0390,0.1039,0.8571
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481213,1.1418,0.0130,0.1299,0.8571
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481214,1.1683,0.0260,0.1169,0.8571
hsl014812,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01481215,1.1824,0.0130,0.1039,0.8831
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496800,1.1358,0.0317,0.1270,0.8413
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496801,1.1498,0.0317,0.1270,0.8413
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496802,1.1871,0.0476,0.1270,0.8254
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496803,1.2385,0.0476,0.1429,0.8095
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496804,1.2319,0.0476,0.1270,0.8254
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496805,1.1527,0.0476,0.1270,0.8254
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496806,1.2074,0.0317,0.1270,0.8413
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496807,1.1525,0.0635,0.1429,0.7937
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496808,1.1085,0.0635,0.1429,0.7937
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496809,1.0656,0.0476,0.1270,0.8254
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496810,1.2546,0.0635,0.1587,0.7778
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496811,1.1844,0.0317,0.1429,0.8254
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496812,1.1471,0.0000,0.1429,0.8571
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496813,1.1554,0.0635,0.1270,0.8095
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496814,1.1865,0.0317,0.1270,0.8413
hsl014968,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsl01496815,1.2307,0.0159,0.1429,0.8413
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307200,1.2090,0.0333,0.0833,0.8833
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307201,1.2498,0.0167,0.0667,0.9167
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307202,1.1703,0.0333,0.0833,0.8833
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307203,1.2424,0.0000,0.0833,0.9167
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307204,1.2169,0.0167,0.0667,0.9167
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307205,1.2602,0.0333,0.0667,0.9000
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307206,1.2586,0.0000,0.0833,0.9167
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307207,1.2334,0.0167,0.0500,0.9333
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307208,1.1445,0.0333,0.0667,0.9000
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307209,1.1678,0.0333,0.0833,0.8833
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307210,1.2542,0.0000,0.0833,0.9167
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307211,1.2080,0.0333,0.0667,0.9000
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307212,1.3156,0.0333,0.0833,0.8833
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307213,1.2000,0.0333,0.0667,0.9000
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307214,1.1405,0.0333,0.0833,0.8833
hsm013072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01307215,1.1680,0.0333,0.0667,0.9000
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308000,1.0502,0.0508,0.1017,0.8475
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308001,1.0848,0.0508,0.1017,0.8475
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308002,1.1611,0.0000,0.0847,0.9153
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308003,1.0700,0.0508,0.1017,0.8475
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308004,1.1706,0.0339,0.1017,0.8644
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308005,0.9940,0.0508,0.1017,0.8475
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308006,1.1794,0.0339,0.1017,0.8644
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308007,1.0864,0.0508,0.1017,0.8475
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308008,1.2154,0.0169,0.0847,0.8983
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308009,1.1375,0.0000,0.0847,0.9153
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308010,1.0706,0.0508,0.1017,0.8475
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308011,1.0931,0.0169,0.1017,0.8814
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308012,1.0375,0.0508,0.1017,0.8475
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308013,1.1440,0.0339,0.1017,0.8644
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308014,1.0517,0.0508,0.1017,0.8475
hsm013080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01308015,1.1336,0.0000,0.0847,0.9153
hsm013640,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01364000,1.1171,0.0339,0.1017,0.8644
hsm013640,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01364001,1.1267,0.0339,0.1186,0.8475
hsm013640,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01364002,1.2210,0.0339,0.1017,0.8644
hsm013640,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01364003,1.2205,0.0339,0.1186,0.8475
hsm013640,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01364004,1.1260,0.0339,0.1186,0.8475
hsm013640,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01364005,1.1074,0.0339,0.1186,0.8475
hsm013640,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,hsm01364006,1.2124,0.0339,0.1017,0.8644
